index,word,label
5,dans,O
5,nos,O
5,boutiques,O
5,orange,O
5,ou,O
5,chez,O
5,nos,O
5,partenaires,O
5,avec,O
5,plus,O
5,de,O
5,9000,O
5,=,O
5,Vos,O
5,fortaits/abonnements,O
5,et,O
5,options,O
5,"49,00",O
5,points,O
5,de,O
5,palement,O
5,a,O
5,travers,O
5,le,O
5,Maroc,O
5,Resumé,O
5,de,O
5,la,O
5,facture,O
5,Montant,O
5,en,O
5,OH,O
5,TTC,O
5,Montant,O
5,du,O
5,mois,O
5,49.00,B-AMT
5,Vous,O
5,pouvez,O
5,aussi,O
5,payer,O
5,sur,O
5,application,O
5,ou,O
5,le,O
5,site,O
5,de,O
5,votre,O
5,Dont,O
5,TVA,O
5,(20%),O
5,adv,O
5,Sie,O
5,banque,O
5,en,O
5,utlisant,O
5,le,O
5,code,O
5,1111,O
5,Solde,O
5,en,O
5,votre,O
5,faveur,O
5,*,O
5,"0,00",O
5,Montant,O
5,total,O
5,a,O
5,payer,O
5,4),O
5,ai,O
5,J),O
5,gluil,O
5,"49,00",B-TOTAL_AMT
5,*,O
5,Paomerts,O
5,eftectués,O
5,parle,O
5,clint,O
5,MEDI,O
5,"TELECOM,",O
5,SA,O
5,au,O
5,Gaptl,O
5,de,O
5,273.168.700,O
5,0H,O
5,Page,O
5,1,O
5,/,O
5,2,O
5,Siig,O
5,social:,O
5,Lotissoment,O
5,i,O
5,"Conn,",O
5,maublo,O
5,los,O
5,Quatro,O
5,"Temp,",O
5,Sis,O
5,"Matrou,",O
5,"Casablane,",O
5,"20270,",O
5,Maroc,O
5,RC,O
5,O7815--Patente,O
5,27,O
5,998,O
5,O11,O
5,-IF,O
5,108,O
5,6826,O
5,-CNSS,O
5,6018024,O
5,~,O
5,ICE,O
5,001524628000001,O
5,ourgema,O
6,Facture,O
6,-,O
6,annexe,O
6,N°,O
6,de,O
6,facture,O
6,F,O
6,0124,O
6,1200100,O
6,Compte,O
6,client,O
6,12048731,O
6,Ligne,O
6,212663392061,O
6,Uulisateur,O
6,de,O
6,la,O
6,ligne,O
6,C,B-NAME
6,BIS,I-NAME
6,COM,I-NAME
6,Détail,O
6,de,O
6,votre,O
6,facture,O
6,8,O
6,3,O
6,gfah,O
6,çju,O
6,ali,O
6,Vos,O
6,forfaits/abonnements,O
6,et,O
6,options,O
6,«Frais,O
6,Mensuels,O
6,FORFAIT,O
6,ILLIMITE,O
6,PRO,O
6,NATIONAL,O
6,+,O
6,ST,O
6,(,O
6,01/12/2023,B-INV_DATE
6,-,I-INV_DATE
6,31/12/2023,B-DUE_DATE
6,),O
6,Sous,O
6,lotal,O
6,Montant,O
6,HT,O
6,TVA,O
6,(,O
6,20%,O
6,),O
6,Montanl,O
6,à,O
6,payer,O
6,MERENRI,O
6,gai,O
6,MEDI,O
6,TELECOM,O
6,",",O
6,SA,O
6,au,O
6,Capital,O
6,de,O
6,2,O
6,373.168,O
6,700,O
6,DH,O
6,Siège,O
6,social,O
6,Lotissement,O
6,la,O
6,Colline,O
6,Il,O
6,",",O
6,Immeuble,O
6,les,O
6,Quatre,O
6,Temps,O
6,",",O
6,Sidi,O
6,Maärouf,O
6,",",O
6,Casablanca,O
6,",",O
6,20270,O
6,.,O
6,RC,O
6,97R16,O
6,-,O
6,Patente,O
6,27,O
6,698,O
6,D11,O
6,—,O
6,IF,O
6,108,O
6,4824,O
6,—,O
6,CNSS,O
6,401A924,O
6,-,O
6,ICF,O
6,N01524628000001,O
6,Page,O
6,34,O
6,Montant,O
6,en,O
6,DH,O
6,"249,16",B-TOTAL_AMT
6,249,O
6,16,O
6,249,O
6,16,O
6,"49,83",O
6,298,O
6,99,O
7,Facture,O
7,-,O
7,orange,O
7,Resumé,O
7,par,O
7,ligne,O
7,N°,O
7,de,O
7,facture,O
7,+,O
7,F-0124-1229466,O
7,Compte,O
7,client,O
7,+,O
7,12048731,O
7,ORANGE,O
7,DUG,O
7,FIBRE,O
7,E',O
7,001170336,O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,212520654520,O
7,"374,17",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"0,00",O
7,"374,17",O
7,"74,83",O
7,"0,00",O
7,"449,00",O
7,MEDI,O
7,"TELECOM,",O
7,SA,O
7,au,O
7,Capital,O
7,de,O
7,2.373.168.700,O
7,DH,O
7,Page,O
7,4/,O
7,5,O
7,Slege,O
7,social,O
7,:,O
7,Lotissement,B-ADDR
7,la,I-ADDR
7,Colline,I-ADDR
7,"Il,",I-ADDR
7,Immeuble,I-ADDR
7,les,I-ADDR
7,Quatre,I-ADDR
7,"Temps,",I-ADDR
7,Sidi,I-ADDR
7,"Maarouf,",I-ADDR
7,"Casablanca,",I-ADDR
7,"20270,",I-ADDR
7,Maroc,I-ADDR
7,RC,O
7,97815,O
7,-,O
7,Patente,O
7,37,O
7,998,O
7,011,O
7,-,O
7,IF,O
7,108,O
7,6826,O
7,-,O
7,CNSS,O
7,6018924,O
7,-,O
7,ICE,O
7,001524628000001,O
7,orange,O
7,ma,O
8,Tableau,O
8,prestataires,O
8,Prestataires,O
8,|,O
8,Montant.,O
8,[RIB,O
8,Mois.,O
8,AMEL,B-NAME
8,FACILITIES,I-NAME
8,"83676,00",B-AMT
8,ie),O
8,011815000009210000706760,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,INK,B-NAME
8,SERVICES,I-NAME
8,"5946,60",B-AMT
8,~,O
8,190780212111330499000611,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,HABCHI,B-NAME
8,MOHAMED,I-NAME
8,".1800,60",B-AMT
8,022780000053002758497974,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,HUISSIER,B-NAME
8,DE,I-NAME
8,JUSTICE,I-NAME
8,ASSERMENTE,I-NAME
8,/,O
8,STE,B-NAME
8,HOLLY,I-NAME
8,"1560,00",B-AMT
8,190780212119935875001693,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,MENA,B-NAME
8,CORPORATE,I-NAME
8,"3249,60",B-AMT
8,013815013940000140011237,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,|,O
8,0,O
8,__|,O
8,01178000,O
8,210,O
8,11969,O
8,|,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,Menuiserie,B-NAME
8,Ebinisterie,I-NAME
8,4974.00,B-AMT
8,013780010072178780012148,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,"""Salama""",B-NAME
8,|,O
8,setae,O
8,Cadhoc,B-NAME
8,(Up,I-NAME
8,Filiale,I-NAME
8,"28980,80",B-AMT
8,022780000087000510783174,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,Maroc),O
8,.,O
8,Universelle,B-NAME
8,"672,00",B-AMT
8,007780000190900000024662,O
8,Janvier,B-INV_DATE
8,2024,I-INV_DATE
8,AUTO,B-NAME
8,"10000,00",B-AMT
8,350810000000001150753756,O
8,Février,B-INV_DATE
8,2024,I-INV_DATE
8,ENTREPRENEUR,B-NAME
8,é,O
8,(Fouad,B-NAME
8,aaras),I-NAME
8,TOTAL,O
8,"148859,00",B-TOTAL_AMT
8,},O
8,oN,O
8,ns,O
8,oe,O
8,"Pm,",O
8,etre,O
8,ane,O
8,CBIS.COM,B-NAME
8,Lal,O
8,ss,O
8,8,O
8,“,O
8,fngetaoonmnonen,O
8,|,O
8,Mszmsznewsets,O
8,|,O
8,gesaraay,O
8,CEIEcoM,O
8,Maarif,B-ADDR
8,"20330,",I-ADDR
8,Casablanca,I-ADDR
8,IF,O
8,:,O
8,1107960,O
8,/,O
8,CNSS,O
8,:,O
8,7718705,O
8,ICE,O
8,:,O
8,001581583000054,O
9,Facture,O
9,8,O
9,),O
9,gil,O
9,orange,O
9,CBIS.COM,B-NAME
9,Numéro,O
9,de,O
9,Facture,O
9,:,O
9,F-0124-1303333,O
9,RUE,O
9,ABOU,O
9,SALT,O
9,E,O
9,N°,O
9,Compte,O
9,client,O
9,:,O
9,12048731,O
9,RUE,O
9,ABOU,O
9,SALT,O
9,EL,O
9,ANDALOUSSI,O
9,Date,O
9,d'édition,O
9,:,O
9,02/01/2024,B-INV_DATE
9,20000,O
9,CASABLANCA,O
9,Vos,O
9,coordonnees,O
9,C,B-NAME
9,BIS.COM,I-NAME
9,RUE,O
9,ABOU,O
9,SALT,O
9,E,O
9,RUE,O
9,ABOU,O
9,SALT,O
9,EL,O
9,ANDALOUSSI,O
9,Votre,O
9,facture,O
9,du,O
9,1,B-INV_DATE
9,Janvier,I-INV_DATE
9,2024,I-INV_DATE
9,Montant,O
9,total,O
9,a,O
9,payer,O
9,"173,80",B-TOTAL_AMT
9,DH,I-TOTAL_AMT
9,ICE,O
9,;,O
9,001581583000054,O
9,Date,O
9,limite,O
9,de,O
9,paiement,O
9,le,O
9,16/01/2024,B-DUE_DATE
9,—¢a8.,O
9,Ja),O
9,(3),O
9,Nous,O
9,contacter,O
9,:,O
9,Pour,O
9,votre,O
9,ité,O
9,en,O
9,cette,O
9,période,O
9,",",O
9,nous,O
9,vous,O
9,.,O
9,Par,O
9,courrier,O
9,=,O
9,ra,O
9,le,O
9,c,O
9,aah,O
9,a,O
9,Orange,O
9,Maroc,O
9,Pecom,O
9,mangers,O
9,de,O
9,posi,O
9,ek,O
9,factures,O
9,en,O
9,ligne,O
9,.,O
9,Votre,O
9,Lotissement,O
9,la,O
9,colline,O
9,Il,O
9,sécurité,O
9,est,O
9,notre,O
9,priorité,O
9,Immeuble,O
9,les,O
9,Quatre,O
9,Temps,O
9,Votre,O
9,service,O
9,clients,O
9,178,O
9,depuis,O
9,un,O
9,mobile,O
9,Résumé,O
9,de,O
9,la,O
9,facture,O
9,Montant,O
9,en,O
9,DH,O
9,Orange,O
9,(,O
9,appel,O
9,gratuit,O
9,),O
9,(,O
9,+212,O
9,),O
9,05,O
9,20,O
9,178,O
9,178,O
9,=,O
9,Vos,O
9,forfaits,O
9,/,O
9,abonnements,O
9,et,O
9,options,O
9,"209,36",O
9,+,O
9,cout,O
9,appel,O
9,selon,O
9,opérateur,O
9,=,O
9,Promotions,O
9,"64,52",O
9,7/7,O
9,de,O
9,07h,O
9,a,O
9,OOH,O
9,=,O
9,:,O
9,=,O
9,Montant,O
9,HT,O
9,"144,83",O
9,relationentreprise@orange.ma,B-EMAIL
9,www.entreprise.orange.ma,O
9,TVA,O
9,(,O
9,20%,O
9,),O
9,0.d.0,O
9,"28,97",O
9,Total,O
9,TTC,O
9,"173,80",O
9,Solde,O
9,en,O
9,votre,O
9,faveur,O
9,*,O
9,"0,00",O
9,Montant,O
9,total,O
9,a,O
9,payer,O
9,sist,O
9,csp,O
9,sll,O
9,alsall,O
9,"173,80",O
9,*,O
9,Palements,O
9,effectués,O
9,parle,O
9,client,O
9,MEDI,O
9,TELECOM,O
9,",",O
9,SA,O
9,au,O
9,Capital,O
9,de,O
9,2.373.168.700,O
9,DH,O
9,Page,O
9,1,O
9,/,O
9,5,O
9,Siege,O
9,social,O
9,:,O
9,Lotissement,B-ADDR
9,la,I-ADDR
9,Colline,I-ADDR
9,II,I-ADDR
9,",",I-ADDR
9,Immeuble,I-ADDR
9,les,I-ADDR
9,Quatre,I-ADDR
9,Temps,I-ADDR
9,",",I-ADDR
9,Sidi,I-ADDR
9,Maarouf,I-ADDR
9,",",I-ADDR
9,Casablanca,I-ADDR
9,",",I-ADDR
9,20270,I-ADDR
9,",",I-ADDR
9,Maroc,I-ADDR
9,RC,O
9,97815,O
9,—,O
9,Palente,O
9,37,O
9,998,O
9,011,O
9,-,O
9,IF,O
9,108,O
9,6826,O
9,-,O
9,CNSS,O
9,6018924,O
9,-,O
9,ICE,O
9,001524628000001,O
9,orange,O
9,ma,O
10,NT,O
10,CATANZARO,O
10,pesTauRn,O
10,),O
10,+,O
10,GUELIZ,O
10,-,O
10,MARRAKECH,O
10,x,O
10,IBN,O
10,Bye,O
10,GESTAURATION,O
10,SARL,O
10,ICE,O
10,1002424676000018,O
10,ec,O
10,:,O
10,104577,O
10,TPs,O
10,673300873,O
10,IF,O
10,45763494,O
10,38,O
10,4,B-QUANTITY
10,P1220,B-ITEM_NAME
10,HARGARITA,I-ITEM_NAME
10,60.00,B-UNIT_PRICE
10,4,B-QUANTITY
10,PIZZA,B-ITEM_NAME
10,NAPOLITAINE,I-ITEM_NAME
10,70.00,B-UNIT_PRICE
10,4,B-QUANTITY
10,BUDWEISER,B-ITEM_NAME
10,60.00,B-UNIT_PRICE
10,4,B-QUANTITY
10,SAN,B-ITEM_NAME
10,MIGUEL,I-ITEM_NAME
10,45.00,B-UNIT_PRICE
10,SOLIDES,O
10,735.00,O
10,HT,O
10,TUA,O
10,TIC,O
10,TuA,O
10,407,O
10,213.64,O
10,24.36,O
10,©,O
10,235.00,B-TOTAL_AMT
10,TOTAL,I-TOTAL_AMT
10,235.00,I-TOTAL_AMT
10,12-08-2023,B-INV_DATE
10,14:37:56,O
10,4-Serv.:,O
10,1-CAISSE,O
10,4-NOTE,O
10,010007/4,O
11,cept,O
11,lal,O
11,tl,O
11,ys,O
11,gSU,O
11,aby,O
11,St,O
11,!,O
11,Office,O
11,National,O
11,de,O
11,I'lectrcté,O
11,et,O
11,de,O
11,Eau,O
11,Potable,O
11,Branche,O
11,Electricité,O
11,Récapitulatif,O
11,des,O
11,factures,O
11,a,O
11,payer,O
11,Nom,O
11,ou,O
11,Raison,O
11,sociale,O
11,:,O
11,Contrat,O
11,:,O
11,57365,O
11,Bo,O
11,encntnm,O
11,ov,O
11,onsoucors,O
11,EEL,O
11,alten,O
11,fence,O
11,Te,O
11,Mamta,O
11,a,O
11,SC,O
11,ee,O
11,eee,O
11,seas,O
11,[Soe,O
11,iacareaemtipe,O
11,|,O
11,isboane,O
11,|,O
11,Saoron,O
11,GB,O
11,Yailu,O
11,et,O
11,jaccepte,O
11,les,O
11,conditions,O
11,générales,O
11,our,O
11,toute,O
11,assistance,O
11,appelez,O
11,le,O
11,:,O
11,090,O
11,200,O
11,77,O
11,77,O
11,[CMI,O
11,sie,O
11,sesercan,O
11,(Gea,O
11,pe,O
11,see,O
12,IMMNO,O
12,SARL,O
12,AU,O
12,ACHAT,O
12,VENTE,O
12,LOCATION,O
12,MOBILIERE,O
12,&,O
12,IMMOBILIERE,O
12,Kenitra,O
12,Le,O
12,05/01/2024,B-INV_DATE
12,CBIS.,B-NAME
12,COM,I-NAME
12,SA,I-NAME
12,"2,",B-ADDR
12,RUE,I-ADDR
12,ABOU,I-ADDR
12,ASSALT,I-ADDR
12,ANDALOUSSI,I-ADDR
12,ANGLE,I-ADDR
12,BD,I-ADDR
12,ROUDANI,I-ADDR
12,CASABLANCA,I-ADDR
12,MAROC,I-ADDR
12,ICE,O
12,:,O
12,001581583000054,O
12,Facture,O
12,N°,O
12,KFI,O
12,01,O
12,/,O
12,2024,O
12,QTE,O
12,DESIGNATION,O
12,PUHT,O
12,PT.,O
12,HT,O
12,01,B-QUANTITY
12,-,O
12,LOCATION,B-ITEM_NAME
12,BUREAUX-,I-ITEM_NAME
12,120,B-UNIT_PRICE
12,000.00,I-UNIT_PRICE
12,120,B-AMT
12,000.00,I-AMT
12,MOIS,O
12,JANVIER,O
12,2024,O
12,Total,O
12,H.T,O
12,120,B-TOTAL_AMT
12,000.00,I-TOTAL_AMT
12,TVA20%,O
12,24,B-TAX
12,"000,00",I-TAX
12,TOTAL,O
12,TTC,O
12,144,B-TOTAL_AMT
12,"000,00",I-TOTAL_AMT
12,Arrété,O
12,la,O
12,présente,O
12,Facture,O
12,4,O
12,la,O
12,somme,O
12,:,O
12,CENT,O
12,QUARANTE,O
12,QUATRE,O
12,MILLE,O
12,DIRHAMS,O
12,TOUTES,O
12,TAXES,O
12,COMPRISES,O
12,SARL,O
12,AU,O
12,-,O
12,CAPITAL,O
12,DE,O
12,:,O
12,"100.000,00",O
